component_id,grant_id,lab_name,rnsr_id,evidence_grade,review_status
101162923:0,101162923,,,unresolved,manual_review
101162926:0,101162926,,,unresolved,manual_review
101163055:0,101163055,,,unresolved,manual_review
101163355:0,101163355,,,unresolved,manual_review
101165786:0,101165786,,,unresolved,manual_review
101167188:0,101167188,,,unresolved,manual_review
101167526:0,101167526,,,unresolved,manual_review
101167526:1,101167526,,,unresolved,manual_review
101167526:2,101167526,,,unresolved,manual_review
101167526:3,101167526,,,unresolved,manual_review
101171291:0,101171291,,,unresolved,manual_review
101188898:0,101188898,,,unresolved,manual_review
101213783:0,101213783,,,unresolved,manual_review
101116526:0,101116526,,,unresolved,manual_review
101142746:0,101142746,,,unresolved,manual_review
101161899:0,101161899,,,unresolved,manual_review
101163251:0,101163251,,,unresolved,manual_review
101167294:0,101167294,,,unresolved,manual_review
101167294:1,101167294,,,unresolved,manual_review
101167313:0,101167313,,,unresolved,manual_review
101167416:0,101167416,,,unresolved,manual_review
101169909:0,101169909,,,unresolved,manual_review
101170485:0,101170485,,,unresolved,manual_review
101170528:0,101170528,,,unresolved,manual_review
101170534:0,101170534,,,unresolved,manual_review
101171028:0,101171028,,,unresolved,manual_review
101199513:0,101199513,,,unresolved,manual_review
101163107:0,101163107,,,unresolved,manual_review
101166894:0,101166894,,,unresolved,manual_review
101166894:1,101166894,,,unresolved,manual_review
101167139:0,101167139,,,unresolved,manual_review
101167139:1,101167139,,,unresolved,manual_review
101167139:2,101167139,,,unresolved,manual_review
101167470:0,101167470,,,unresolved,manual_review
101167470:1,101167470,,,unresolved,manual_review
101167561:0,101167561,,,unresolved,manual_review
101169799:0,101169799,,,unresolved,manual_review
101170239:0,101170239,,,unresolved,manual_review
101170827:0,101170827,,,unresolved,manual_review
101170884:0,101170884,,,unresolved,manual_review
101161519:0,101161519,,,unresolved,manual_review
101166936:0,101166936,,,unresolved,manual_review
101167183:0,101167183,,,unresolved,manual_review
101170501:0,101170501,,,unresolved,manual_review
101170619:0,101170619,,,unresolved,manual_review
101171315:0,101171315,,,unresolved,manual_review
101213389:0,101213389,,,unresolved,manual_review
101163386:0,101163386,,,unresolved,manual_review
101164102:0,101164102,,,unresolved,manual_review
101165685:0,101165685,,,unresolved,manual_review
101166700:0,101166700,,,unresolved,manual_review
101167206:0,101167206,,,unresolved,manual_review
101170266:0,101170266,,,unresolved,manual_review
101170642:0,101170642,,,unresolved,manual_review
101208554:0,101208554,,,unresolved,manual_review
101212658:0,101212658,,,unresolved,manual_review
101247569:0,101247569,,,unresolved,manual_review
101141783:0,101141783,,,unresolved,manual_review
101142565:0,101142565,,,unresolved,manual_review
101163266:0,101163266,,,unresolved,manual_review
101163748:0,101163748,,,unresolved,manual_review
101164895:0,101164895,,,unresolved,manual_review
101165188:0,101165188,,,unresolved,manual_review
101165695:0,101165695,,,unresolved,manual_review
101167367:0,101167367,,,unresolved,manual_review
101167367:1,101167367,,,unresolved,manual_review
101167367:2,101167367,,,unresolved,manual_review
101170066:0,101170066,,,unresolved,manual_review
101170326:0,101170326,,,unresolved,manual_review
101170457:0,101170457,,,unresolved,manual_review
101170541:0,101170541,,,unresolved,manual_review
101170653:0,101170653,,,unresolved,manual_review
101170920:0,101170920,,,unresolved,manual_review
101171357:0,101171357,,,unresolved,manual_review
101171399:0,101171399,,,unresolved,manual_review
101171415:0,101171415,,,unresolved,manual_review
101199875:0,101199875,,,unresolved,manual_review
101208602:0,101208602,,,unresolved,manual_review
101212945:0,101212945,,,unresolved,manual_review
101212987:0,101212987,,,unresolved,manual_review
101248235:0,101248235,,,unresolved,manual_review
101170495:0,101170495,,,unresolved,manual_review
101170500:0,101170500,,,unresolved,manual_review
101170525:0,101170525,,,unresolved,manual_review
101170736:0,101170736,,,unresolved,manual_review
101170800:0,101170800,,,unresolved,manual_review
101171129:0,101171129,,,unresolved,manual_review
101171346:0,101171346,,,unresolved,manual_review
101199624:0,101199624,,,unresolved,manual_review
101200507:0,101200507,,,unresolved,manual_review
101200669:0,101200669,,,unresolved,manual_review
101200828:0,101200828,,,unresolved,manual_review
101201216:0,101201216,,,unresolved,manual_review
101201229:0,101201229,,,unresolved,manual_review
101201502:0,101201502,,,unresolved,manual_review
101212950:0,101212950,,,unresolved,manual_review
101212991:0,101212991,,,unresolved,manual_review
101220742:0,101220742,,,unresolved,manual_review
101222741:0,101222741,,,unresolved,manual_review
101247194:0,101247194,,,unresolved,manual_review
101248734:0,101248734,,,unresolved,manual_review
101198636:0,101198636,,,unresolved,manual_review
101219172:0,101219172,,,unresolved,manual_review
101222038:0,101222038,,,unresolved,manual_review
101222739:0,101222739,,,unresolved,manual_review
101248616:0,101248616,,,unresolved,manual_review
101170065:0,101170065,,,unresolved,manual_review
101170136:0,101170136,,,unresolved,manual_review
101197637:0,101197637,,,unresolved,manual_review
101198463:0,101198463,,,unresolved,manual_review
101199575:0,101199575,,,unresolved,manual_review
101199917:0,101199917,,,unresolved,manual_review
101201475:0,101201475,,,unresolved,manual_review
101221497:0,101221497,,,unresolved,manual_review
101244668:0,101244668,,,unresolved,manual_review
101248532:0,101248532,,,unresolved,manual_review
101170233:0,101170233,,,unresolved,manual_review
101170952:0,101170952,,,unresolved,manual_review
101199244:0,101199244,,,unresolved,manual_review
101200693:0,101200693,,,unresolved,manual_review
101201007:0,101201007,,,unresolved,manual_review
101201156:0,101201156,,,unresolved,manual_review
101201397:0,101201397,,,unresolved,manual_review
101201503:0,101201503,,,unresolved,manual_review
101201785:0,101201785,,,unresolved,manual_review
101217494:0,101217494,,,unresolved,manual_review
101219089:0,101219089,,,unresolved,manual_review
101219964:0,101219964,,,unresolved,manual_review
101220035:0,101220035,,,unresolved,manual_review
101220122:0,101220122,,,unresolved,manual_review
101220159:0,101220159,,,unresolved,manual_review
101220327:0,101220327,,,unresolved,manual_review
101220999:0,101220999,,,unresolved,manual_review
101221080:0,101221080,,,unresolved,manual_review
101221620:0,101221620,,,unresolved,manual_review
101222086:0,101222086,,,unresolved,manual_review
101247370:0,101247370,,,unresolved,manual_review
101247467:0,101247467,,,unresolved,manual_review
101247532:0,101247532,,,unresolved,manual_review
101201163:0,101201163,,,unresolved,manual_review
101219770:0,101219770,,,unresolved,manual_review
101220240:0,101220240,,,unresolved,manual_review
101221625:0,101221625,,,unresolved,manual_review
101221746:0,101221746,,,unresolved,manual_review
101221804:0,101221804,,,unresolved,manual_review
101224071:0,101224071,,,unresolved,manual_review
101224071:1,101224071,,,unresolved,manual_review
101224129:0,101224129,,,unresolved,manual_review
101224129:1,101224129,,,unresolved,manual_review
101224497:0,101224497,,,unresolved,manual_review
101224824:0,101224824,,,unresolved,manual_review
101164144:0,101164144,,,unresolved,manual_review
101200010:0,101200010,,,unresolved,manual_review
101201077:0,101201077,,,unresolved,manual_review
101220637:0,101220637,,,unresolved,manual_review
101221319:0,101221319,,,unresolved,manual_review
101221485:0,101221485,,,unresolved,manual_review
101224813:0,101224813,,,unresolved,manual_review
101224813:1,101224813,,,unresolved,manual_review
101225036:0,101225036,,,unresolved,manual_review
101293057:0,101293057,,,unresolved,manual_review
101220476:0,101220476,,,unresolved,manual_review
101220619:0,101220619,,,unresolved,manual_review
101224119:0,101224119,,,unresolved,manual_review
101224255:0,101224255,,,unresolved,manual_review
101224262:0,101224262,,,unresolved,manual_review
101224625:0,101224625,,,unresolved,manual_review
101224640:0,101224640,,,unresolved,manual_review
101224668:0,101224668,,,unresolved,manual_review
101224668:1,101224668,,,unresolved,manual_review
101224803:0,101224803,,,unresolved,manual_review
101225056:0,101225056,,,unresolved,manual_review
101225056:1,101225056,,,unresolved,manual_review
101225056:2,101225056,,,unresolved,manual_review
101225056:3,101225056,,,unresolved,manual_review
101225119:0,101225119,,,unresolved,manual_review
101232388:0,101232388,,,unresolved,manual_review
101233365:0,101233365,,,unresolved,manual_review
101225127:0,101225127,,,unresolved,manual_review
101225127:1,101225127,,,unresolved,manual_review
101225127:2,101225127,,,unresolved,manual_review
101229996:0,101229996,,,unresolved,manual_review
101230190:0,101230190,,,unresolved,manual_review
101230218:0,101230218,,,unresolved,manual_review
101231220:0,101231220,,,unresolved,manual_review
101231320:0,101231320,,,unresolved,manual_review
101290531:0,101290531,,,unresolved,manual_review
101219759:0,101219759,,,unresolved,manual_review
101220938:0,101220938,,,unresolved,manual_review
101222577:0,101222577,,,unresolved,manual_review
101224126:0,101224126,,,unresolved,manual_review
101224449:0,101224449,,,unresolved,manual_review
101229452:0,101229452,,,unresolved,manual_review
101229565:0,101229565,,,unresolved,manual_review
101230783:0,101230783,,,unresolved,manual_review
101231829:0,101231829,,,unresolved,manual_review
101231869:0,101231869,,,unresolved,manual_review
101289316:0,101289316,,,unresolved,manual_review
101289433:0,101289433,,,unresolved,manual_review
101290974:0,101290974,,,unresolved,manual_review
101292469:0,101292469,,,unresolved,manual_review
101292712:0,101292712,,,unresolved,manual_review
101292889:0,101292889,,,unresolved,manual_review
101218874:0,101218874,,,unresolved,manual_review
101221890:0,101221890,,,unresolved,manual_review
101224040:0,101224040,,,unresolved,manual_review
101224040:1,101224040,,,unresolved,manual_review
101224040:2,101224040,,,unresolved,manual_review
101229950:0,101229950,,,unresolved,manual_review
101231497:0,101231497,,,unresolved,manual_review
101248700:0,101248700,,,unresolved,manual_review
101292401:0,101292401,,,unresolved,manual_review
101292719:0,101292719,,,unresolved,manual_review
101222974:0,101222974,,,unresolved,manual_review
101200634:0,101200634,,,unresolved,manual_review
101219798:0,101219798,,,unresolved,manual_review
101219936:0,101219936,,,unresolved,manual_review
101220729:0,101220729,,,unresolved,manual_review
101221094:0,101221094,,,unresolved,manual_review
101221099:0,101221099,,,unresolved,manual_review
101221523:0,101221523,,,unresolved,manual_review
101221800:0,101221800,,,unresolved,manual_review
101224354:0,101224354,,,unresolved,manual_review
101224581:0,101224581,,,unresolved,manual_review
101224851:0,101224851,,,unresolved,manual_review
101224858:0,101224858,,,unresolved,manual_review
101230054:0,101230054,,,unresolved,manual_review
101231066:0,101231066,,,unresolved,manual_review
101231935:0,101231935,,,unresolved,manual_review
101247259:0,101247259,,,unresolved,manual_review
101289410:0,101289410,,,unresolved,manual_review
101291886:0,101291886,,,unresolved,manual_review
101335317:0,101335317,,,unresolved,manual_review
101221768:0,101221768,,,unresolved,manual_review
101224739:0,101224739,,,unresolved,manual_review
101224739:1,101224739,,,unresolved,manual_review
101224739:2,101224739,,,unresolved,manual_review
101229769:0,101229769,,,unresolved,manual_review
101229856:0,101229856,,,unresolved,manual_review
101231994:0,101231994,,,unresolved,manual_review
101264087:0,101264087,,,unresolved,manual_review
101229236:0,101229236,,,unresolved,manual_review
101231608:0,101231608,,,unresolved,manual_review
101264310:0,101264310,,,unresolved,manual_review
101265472:0,101265472,,,unresolved,manual_review
101266660:0,101266660,,,unresolved,manual_review
101335140:0,101335140,,,unresolved,manual_review
101335332:0,101335332,,,unresolved,manual_review
