component_id,grant_id,acronym,programme,grant_type,panel,call_year,start_date,start_year,end_date,starting_host,host_country,project_eu_contribution,french_component_amount,amount_method,is_synergy,resolution_status,evidence_grade,source_kind,match_mode,disposition,lab_name,rnsr_id,city,city_raw,code_postal,region,region_source,universities_at_start,universities_at_start_raw,n_universities_at_start,rto_tutelles,rto_tutelles_raw,other_etab_tutelles,other_etab_tutelles_raw,participants_nontutelle,participants_nontutelle_raw,tutelles_raw_v2,tutelle_source,tutelle_flags,flags,park_reason,evidence_ref,integration_note,dataset_version,source_snapshot_date,run_id,phase_d_route,phase_d_terminal_outcome
101087692:0,101087692,WaveNets,Horizon Europe,Consolidator Grants,Fundamental Constituents of Matter,2022,2024-09-01,2024,2029-08-31,UNITED NATIONS EDUCATIONAL SCIENTIFIC AND CULTURAL ORGANIZATION,FR,1986250.0,1986250.0,ordinary_full_project,False,non_french_at_start,C,phase_d_D1_PI_RECOVERY,,no_french_attribution,,,,Trieste,,,,,,0,,,,,,,,,,route:D1_PI_RECOVERY|component_role:erc_pi_host|synergy_mapping_status:not_applicable|pi_identity_status:supported|non_french_excluded_from_totals,,,https://erc.europa.eu/sites/default/files/2024-01/erc-2022-cog-results-reserve-list_all_domains.pdf; https://cordis.europa.eu/project/id/101087692; https://www.sissa.it/sites/default/files/2024-03/Decreto%20commissione%20CM_WaveNets__2024_25.pdf,1.5.0,2026-07-24,20260827T142619Z_integration,D1_PI_RECOVERY,non_french_at_start
101114976:0,101114976,EvoGenArch,Horizon Europe,Starting Grants,"LS8 - Environmental Biology, Ecology & Evolution",2023,2024-09-01,2024,2029-08-31,EPHE,FR,1443750.0,1443750.0,ordinary_full_project,False,resolved_phase_d,C,phase_d_D3_CONFLICT_ADJUDICATION,unit_id_exact,linked,"Institut de Systematique, Evolution, Biodiversite (ISYEB)",200511872M,Paris,Paris,75005,Île-de-France,rnsr_postal,Sorbonne Université,Sorbonne Université,1,Centre national de la recherche scientifique,Centre national de la recherche scientifique,Ecole Pratique des Hautes Etudes Paris;Muséum National d'Histoire Naturelle Paris,Ecole Pratique des Hautes Etudes Paris;Muséum National d'Histoire Naturelle Paris,Université Paris sciences et lettres,Université Paris sciences et lettres,,active_rnsr,,route:D3_CONFLICT_ADJUDICATION|component_role:erc_pi_host|synergy_mapping_status:not_applicable|pi_identity_status:supported,,,https://www.ephe.psl.eu/lephe-psl-laureat-dans-un-nouvel-erc-starting-grant-2023; https://www.ephe.psl.eu/annuaire/pierre-bonamy-de-villemereuil; https://isyeb.mnhn.fr/fr/annuaire/pierre-de-villemereuil-5651; https://isyeb.mnhn.fr/sites/isyeb/files/2024-10/ORGANIGRAMME%20ISYEB%202024_1.pdf; https://www.ephe.psl.eu/projets-europeens,1.5.0,2026-07-24,20260827T142619Z_integration,D3_CONFLICT_ADJUDICATION,resolved
101125232:0,101125232,IQuake,Horizon Europe,Consolidator Grants,PE10 - Earth System Science,2023,2024-09-01,2024,2029-08-31,Normal Superior School (ENS),FR,1999434.0,1999434.0,ordinary_full_project,False,resolved_phase_d,C,phase_d_D3_CONFLICT_ADJUDICATION,explicit_rnsr_id,linked,Laboratoire de geologie de l'Ecole normale superieure (LG-ENS),199812866Y,Paris,Paris,75231,Île-de-France,rnsr_postal,,,0,Centre national de la recherche scientifique,Centre national de la recherche scientifique,Ecole Normale Supérieure Paris,Ecole Normale Supérieure Paris,Université Paris sciences et lettres,Université Paris sciences et lettres,,active_rnsr,,route:D3_CONFLICT_ADJUDICATION|component_role:erc_pi_host|synergy_mapping_status:not_applicable|pi_identity_status:supported,,,https://www.insu.cnrs.fr/fr/cnrsinfo/3-projets-insu-obtiennent-une-bourse-erc-consolidator-2023; https://www.geologie.ens.fr/~jolivet/Opportunities_files/PhD1iQuake.pdf; https://www.geologie.ens.fr/~jolivet/Welcome.html; https://rnsr.adc.education.fr/structure/199812866Y; https://www.ens.psl.eu/laboratoire/laboratoire-de-geologie-de-l-ens-umr-8538,1.5.0,2026-07-24,20260827T142619Z_integration,D3_CONFLICT_ADJUDICATION,resolved
101142712:0,101142712,Histogenomics,Horizon Europe,Advanced Grants,"LS7 - Prevention, Diagnosis & Treatment of Human Diseases",2023,2024-09-01,2024,2029-08-31,University of Strasbourg,FR,2500000.0,2500000.0,ordinary_full_project,False,resolved_phase_d,C,phase_d_D3_CONFLICT_ADJUDICATION,no_match,unlinked_no_match,Immuno-Rhumatologie Moleculaire (IRM),,Strasbourg,Strasbourg,,Grand Est,city_gazetteer,,,0,,,,,,,,,,route:D3_CONFLICT_ADJUDICATION|component_role:erc_pi_host|synergy_mapping_status:not_applicable|pi_identity_status:supported|region_derived_from_city,,,https://crbs.unistra.fr/actualites/pr-seiamak-bahram-remporte-un-financement-erc-advanced-grants-avec-son-projet-histogenomics/; https://savoirs.unistra.fr/talents/erc-advanced-grants-2023-erc-advanced-grants-2023-seiamak-bahram-et-jean-luc-imler-laureats-du-prestigieux-financement-europeen; https://www.unistra.fr/fr/entites/laboratoire/immuno-rhumathologie-moleculaire; https://u1109.unistra.fr/,1.5.0,2026-07-24,20260827T142619Z_integration,D3_CONFLICT_ADJUDICATION,resolved
101162009:0,101162009,AGROCHRONO,Horizon Europe,Starting Grants,SH6 - The Study of the Human Past,2024,2025-01-01,2025,2029-12-31,French Alternative Energies and Atomic Energy Commission,FR,1650188.0,1650188.0,ordinary_full_project,False,resolved_phase_d,C,phase_d_D3_CONFLICT_ADJUDICATION,explicit_rnsr_id,linked,Laboratoire des Sciences du Climat et de l'Environnement (LSCE),200611689J,Gif-sur-Yvette,Gif-sur-Yvette,91191,Île-de-France,rnsr_postal,Université Versailles Saint-Quentin-en-Yvelines,Université Versailles Saint-Quentin-en-Yvelines,1,Centre national de la recherche scientifique;Commissariat à l'énergie atomique et aux énergies alternatives,Centre national de la recherche scientifique;Commissariat à l'énergie atomique et aux énergies alternatives,,,Université Paris-Saclay,Université Paris-Saclay,,active_rnsr,,route:D3_CONFLICT_ADJUDICATION|component_role:erc_pi_host|synergy_mapping_status:not_applicable|pi_identity_status:supported,,,https://www.lsce.ipsl.fr/en/two-lsce-colleagues-are-awarded-an-erc-starting-grant/; https://www.lsce.ipsl.fr/en/pisp/emmanuelle-casanova/; https://www.lsce.ipsl.fr/en/erc-agro-chrono/; https://www.universite-paris-saclay.fr/en/news/agrochrono-understanding-development-agropastoralism-indo-iranian-borderlands; https://rnsr.adc.education.fr/print/200611689J,1.5.0,2026-07-24,20260827T142619Z_integration,D3_CONFLICT_ADJUDICATION,resolved
101167526:3,101167526,MALINCA,Horizon Europe,Synergy Grants,SYG-PE Physical sciences & engineering,2024,2025-03-01,2025,2031-02-28,National Institute for Research in Computer Science and Automatic Control (INRIA),FR,9981317.0,2452620.0,cordis_line_split_equal,True,resolved_phase_d,C,phase_d_D2_SYNERGY_MAPPING,explicit_rnsr_id,linked,"Sémagramme project-team, LORIA (UMR 7503, Université de Lorraine / CNRS / Inria)",198912571S,Vandoeuvre-les-Nancy,Vandoeuvre-les-Nancy,54506,Grand Est,rnsr_postal,Université de Lorraine,Université de Lorraine,1,Centre national de la recherche scientifique;Institut national de la recherche en informatique et automatique,Centre national de la recherche scientifique;Institut national de la recherche en informatique et automatique,,,CentraleSupélec,CentraleSupélec,,active_rnsr,,route:D2_SYNERGY_MAPPING|component_role:erc_pi_host|synergy_mapping_status:supported|pi_identity_status:supported,,,https://cordis.europa.eu/project/id/101167526; https://inria.fr/en/erc-grants-malinca-language-mathematics-proof-assistants; https://www.loria.fr/en/2024/11/malinca-the-project-that-aims-to-bridge-the-linguistic-gap-between-the-mathematician-and-the-machine/; https://www.insmi.cnrs.fr/en/cnrsinfo/projets-europeens-collaboratifs-en-mathematiques-2024; https://rnsr.adc.education.fr/print/198912571S,1.5.0,2026-07-24,20260827T142619Z_integration,D2_SYNERGY_MAPPING,resolved
101167294:1,101167294,UnMySt,Horizon Europe,Synergy Grants,,2024,2025-04-01,2025,2031-03-31,CENTRE INTERNATIONAL DE RECHERCHE AUX FRONTIERES DE LA CHIMIE FONDATION,FR,9967125.0,1100000.0,cordis_exact_host_pi_unknown,True,resolved_phase_d,C,phase_d_D1_PI_RECOVERY,sigle_city,linked,"Laboratoire des nanostructures, Institut de science et d'ingénierie supramoléculaires (ISIS)",200112415V,Strasbourg,Strasbourg,67000,Grand Est,rnsr_postal,Université Strasbourg,Université Strasbourg,1,Centre national de la recherche scientifique,Centre national de la recherche scientifique,,,,,,active_rnsr,,route:D1_PI_RECOVERY|component_role:erc_pi_host|synergy_mapping_status:supported|pi_identity_status:supported,,,https://erc.europa.eu/sites/default/files/2024-11/erc-2024-syg-results-all-domains.pdf; https://qmat.unistra.fr/news/news/thomas-ebbesen-cyriaque-genet-erc-synergy; https://nano.isis.unistra.fr/2025/05/; https://cordis.europa.eu/project/id/101167294,1.5.0,2026-07-24,20260827T142619Z_integration,D1_PI_RECOVERY,resolved
101167313:0,101167313,NASCE,Horizon Europe,Synergy Grants,,2024,2025-04-01,2025,2031-03-31,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,FR,8622811.0,3544851.0,cordis_exact_host_pi_unknown,True,resolved_phase_d,C,phase_d_D1_PI_RECOVERY,unit_id_exact,linked,"Institut de Neurosciences de la Timone (INT), UMR 7289",201220346T,Marseille,Marseille,13385,Provence-Alpes-Côte d'Azur,rnsr_postal,Université Aix-Marseille,Université Aix-Marseille,1,Centre national de la recherche scientifique,Centre national de la recherche scientifique,,,Institut national de la sante et de la recherche medicale;Assistance Publique - Hôpitaux de Marseille,Institut national de la sante et de la recherche medicale;Assistance Publique - Hôpitaux de Marseille,,active_rnsr,,route:D1_PI_RECOVERY|component_role:erc_pi_host|synergy_mapping_status:supported|pi_identity_status:supported,,,https://www.provence-corse.cnrs.fr/en/person/nasce; https://emploi.cnrs.fr/Offres/CDD/UMR7289-BRUGIO-005/Default.aspx?lang=FR; https://cordis.europa.eu/project/id/101167313/pl,1.5.0,2026-07-24,20260827T142619Z_integration,D1_PI_RECOVERY,resolved
101166894:0,101166894,ADDI,Horizon Europe,Synergy Grants,SYG-SH Social sciences & humanities,2024,2025-05-01,2025,2031-04-30,Toulouse Capitole University,FR,9867403.75,2808600.0,cordis_fr_total_split_equal,True,resolved_phase_d,C,phase_d_D2_SYNERGY_MAPPING,explicit_rnsr_id,linked,Institut de Recherche en Informatique de Toulouse (IRIT),199511949P,Toulouse,Toulouse,31062,Occitanie,rnsr_postal,Université Toulouse - Jean Jaurès;Université Toulouse Capitole EPE;Université de Toulouse EPE,Université Toulouse - Jean Jaurès;Université Toulouse Capitole EPE;Université de Toulouse EPE,3,Centre national de la recherche scientifique,Centre national de la recherche scientifique,Institut National Polytechnique Toulouse,Institut National Polytechnique Toulouse,Institut national de la recherche en informatique et automatique,Institut national de la recherche en informatique et automatique,,active_rnsr,,route:D2_SYNERGY_MAPPING|component_role:erc_pi_host|synergy_mapping_status:supported|pi_identity_status:contradicted_and_repaired|multi_beneficiary_premerged,,,https://cordis.europa.eu/project/id/101166894; https://www.ut-capitole.fr/accueil/recherche/prix-et-distinctions/financements-de-la-recherche/umberto-grandi-professeur-en-informatique-et-membre-de-lirit-laureat-dune-bourse-erc-synergy; https://www.irit.fr/felicitations-a-notre-collegue-umberto-grandi-et-ses-partenaires-pour-cette-bourse-erc/; https://www.tse-fr.eu/cesar-hidalgo-awarded-erc-synergy-grant; https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=199511949P&PUBLIC=OK,1.5.0,2026-07-24,20260827T142619Z_integration,D2_SYNERGY_MAPPING,resolved
101166894:1,101166894,ADDI,Horizon Europe,Synergy Grants,SYG-SH Social sciences & humanities,2024,2025-05-01,2025,2031-04-30,Toulouse School of Economics - Jean-Jacques Laffont Foundation,FR,9867403.75,2433750.0,cordis_fr_total_split_equal,True,resolved_phase_d,C,phase_d_D2_SYNERGY_MAPPING,explicit_rnsr_id,linked,"Center for Collective Learning, hosted within Toulouse School of Economics - Research (TSE-R)",201621876N,Toulouse,Toulouse,31080,Occitanie,rnsr_postal,Université Toulouse Capitole EPE,Université Toulouse Capitole EPE,1,"Centre national de la recherche scientifique;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement","Centre national de la recherche scientifique;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement",Ecole des Hautes Etudes en Sciences Sociales Paris;Ecole d'économie et de sciences sociales quantitatives de Toulouse,Ecole des Hautes Etudes en Sciences Sociales Paris;Ecole d'économie et de sciences sociales quantitatives de Toulouse,,,,active_rnsr,tutelle_name_via_sigle_lookup,route:D2_SYNERGY_MAPPING|component_role:erc_pi_host|synergy_mapping_status:supported|pi_identity_status:contradicted_and_repaired|multi_beneficiary_premerged,,,https://cordis.europa.eu/project/id/101166894; https://www.tse-fr.eu/cesar-hidalgo-awarded-erc-synergy-grant; https://centerforcollectivelearning.org/about-us; https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201621876N&PUBLIC=OK,1.5.0,2026-07-24,20260827T142619Z_integration,D2_SYNERGY_MAPPING,resolved
101167139:1,101167139,PSINumScat,Horizon Europe,Synergy Grants,,2024,2025-05-01,2025,2031-04-30,INSTITUT NATIONAL DE RECHERCHE EN INFORMATIQUE ET AUTOMATIQUE,FR,8725537.0,69300.0,cordis_exact_host_pi_unknown,True,resolved_phase_d,C,phase_d_D1_PI_RECOVERY,sigle_city,linked,"Laboratoire Jacques-Louis Lions (LJLL), ALPINES team",199712644L,Paris,Paris,75252,Île-de-France,rnsr_postal,Sorbonne Université;Université Paris Cité,Sorbonne Université;Université Paris Cité,2,Centre national de la recherche scientifique,Centre national de la recherche scientifique,,,Institut national de la recherche en informatique et automatique,Institut national de la recherche en informatique et automatique,,active_rnsr,,route:D1_PI_RECOVERY|component_role:erc_pi_host|synergy_mapping_status:supported|pi_identity_status:supported,,,https://cordis.europa.eu/project/id/101167139; https://radar.inria.fr/report/2024/alpines/index.html; https://sciences.sorbonne-universite.fr/actualites/le-projet-psinumscat-laureat-de-lerc-synergy-grant-2024,1.5.0,2026-07-24,20260827T142619Z_integration,D1_PI_RECOVERY,resolved
101167139:2,101167139,PSINumScat,Horizon Europe,Synergy Grants,,2024,2025-05-01,2025,2031-04-30,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,FR,8725537.0,2052819.0,cordis_exact_host_pi_unknown,True,resolved_phase_d,C,phase_d_D1_PI_RECOVERY,unit_id_exact,linked,"Laboratoire Jacques-Louis Lions (LJLL), ALPINES team",199712644L,Paris,Paris,75252,Île-de-France,rnsr_postal,Sorbonne Université;Université Paris Cité,Sorbonne Université;Université Paris Cité,2,Centre national de la recherche scientifique,Centre national de la recherche scientifique,,,Institut national de la recherche en informatique et automatique,Institut national de la recherche en informatique et automatique,,active_rnsr,,route:D1_PI_RECOVERY|component_role:erc_pi_host|synergy_mapping_status:supported|pi_identity_status:supported,,,https://cordis.europa.eu/project/id/101167139; https://psinumscat.com/; https://sciences.sorbonne-universite.fr/actualites/le-projet-psinumscat-laureat-de-lerc-synergy-grant-2024; https://radar.inria.fr/report/2024/alpines/index.html,1.5.0,2026-07-24,20260827T142619Z_integration,D1_PI_RECOVERY,resolved
101166936:0,101166936,GEOASTRONOMY,Horizon Europe,Synergy Grants,,2024,2025-06-01,2025,2031-05-31,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,FR,10076633.0,3503268.0,cordis_exact_host_pi_unknown,True,resolved_phase_d,C,phase_d_D1_PI_RECOVERY,unit_id_exact,linked,"Institut des Sciences de la Terre d'Orléans (ISTO), Magma & Déformation team",201220213Y,Orléans,Orléans,45071,Centre-Val de Loire,rnsr_postal,Université Orléans,Université Orléans,1,Centre national de la recherche scientifique;BRGM,Centre national de la recherche scientifique;BRGM,,,,,,active_rnsr,,route:D1_PI_RECOVERY|component_role:erc_pi_host|synergy_mapping_status:supported|pi_identity_status:supported,,,https://cordis.europa.eu/project/id/101166936/fr; https://www.isto-orleans.fr/en/2024/11/08/erc-synergy-grant-2/; https://www.isto-orleans.fr/equipes/magma-deformation/; https://geoastronomy.org/,1.5.0,2026-07-24,20260827T142619Z_integration,D1_PI_RECOVERY,resolved
101167183:0,101167183,SHAPE,Horizon Europe,Synergy Grants,,2024,2025-06-01,2025,2031-05-31,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,FR,10459256.0,1974463.0,cordis_exact_host_pi_unknown,True,resolved_phase_d,C,phase_d_D1_PI_RECOVERY,unique_no_city,linked,Structure et Dynamique des Langues (SeDyL),201220426E,Paris,Paris,94801,Île-de-France,rnsr_postal,,,0,Centre national de la recherche scientifique;Institut de recherche pour le developpement,Centre national de la recherche scientifique;Institut de recherche pour le developpement,Institut National des Langues et Civilisations Orientales Paris,Institut National des Langues et Civilisations Orientales Paris,,,,active_rnsr,,route:D1_PI_RECOVERY|component_role:erc_pi_host|synergy_mapping_status:supported|pi_identity_status:supported,,,https://cordis.europa.eu/project/id/101167183; https://erc.europa.eu/sites/default/files/2024-11/erc-2024-syg-results-all-domains.pdf; https://www.inshs.cnrs.fr/fr/personne/frank-seifart-0; https://sedyl.cnrs.fr/membres/membres-du-laboratoire/,1.5.0,2026-07-24,20260827T142619Z_integration,D1_PI_RECOVERY,resolved
101166700:0,101166700,EUROpest,Horizon Europe,Synergy Grants,,2024,2025-07-01,2025,2031-06-30,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,FR,9999375.0,118225.0,cordis_exact_host_pi_unknown,True,unresolved_parked,C,phase_d_D1_PI_RECOVERY,,unresolved_parked,,,,,,,,,,0,,,,,,,,,,route:D1_PI_RECOVERY|component_role:named_non_pi_research_participant|synergy_mapping_status:supported|pi_identity_status:not_applicable_non_pi_component|rescue_overlay,,,https://cordis.europa.eu/project/id/101166700; https://erc.europa.eu/sites/default/files/2024-11/erc-2024-syg-results-all-domains.pdf; https://humeco.umk.pl/europest/; https://www.gea.mpg.de/112349/erc-synergy-grant-awarded-izdebski-europest; https://www.cmcc.it/projects/erc-synergy-grant-europest-a-novel-understanding-of-pandemic-disease-in-preindustrial-europe-1300-1800-combining-history-machine-learning-and-natural-sciences; https://www.inee.cnrs.fr/fr/cnrsinfo/la-peste-noire-une-pandemie-moins-mortelle-que-ce-qui-ete-communement-etabli,1.5.0,2026-07-24,20260827T142619Z_integration,D1_PI_RECOVERY,unresolved
101167206:0,101167206,nilomorph,Horizon Europe,Synergy Grants,,2024,2025-07-01,2025,2031-06-30,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,FR,9876341.0,1997065.0,cordis_exact_host_pi_unknown,True,resolved_phase_d,C,phase_d_D1_PI_RECOVERY,unit_id_exact,linked,Laboratoire de langues et civilisations à tradition orale (LACITO),200112494F,Villejuif,Villejuif,94800,Île-de-France,rnsr_postal,Université Sorbonne Nouvelle Paris 3,Université Sorbonne Nouvelle Paris 3,1,Centre national de la recherche scientifique,Centre national de la recherche scientifique,Institut National des Langues et Civilisations Orientales Paris,Institut National des Langues et Civilisations Orientales Paris,,,,active_rnsr,,route:D1_PI_RECOVERY|component_role:erc_pi_host|synergy_mapping_status:supported|pi_identity_status:supported,,,https://cordis.europa.eu/project/id/101167206; https://lacito.cnrs.fr/activite-scientifique/projets-associes/; https://www.inshs.cnrs.fr/fr/personne/lameen-souag; https://www.cnrs.fr/actualite-du-cnrs/iledefrance-villejuif/Lettre/679/Lettre.aspx; https://doctorat.campusfrance.org/ED265,1.5.0,2026-07-24,20260827T142619Z_integration,D1_PI_RECOVERY,resolved
101167367:2,101167367,CHRONOLOGY,Horizon Europe,Synergy Grants,SYG-LS Life Sciences,2024,2025-09-01,2025,2031-08-31,National Centre for Scientific Research (CNRS),FR,9981292.5,2366996.25,cordis_line_split_equal,True,resolved_phase_d,C,phase_d_D2_SYNERGY_MAPPING,explicit_rnsr_id,linked,Institut de l'Audition (CNRS UMR 8252 / Inserm U1335 / Institut Pasteur),201923617T,Paris,Paris,,Île-de-France,phase_d_city_at_start,,,0,Centre national de la recherche scientifique;Institut national de la sante et de la recherche medicale,Centre national de la recherche scientifique;Institut national de la sante et de la recherche medicale,Institut Pasteur,Institut Pasteur,,,,active_rnsr,,route:D2_SYNERGY_MAPPING|component_role:erc_pi_host|synergy_mapping_status:supported|pi_identity_status:contradicted_and_repaired|possible_second_copi_on_line,,,https://www.cnrs.fr/en/update/winners-2024-erc-synergy-grants-cnrs; https://www.insb.cnrs.fr/fr/personne/brice-bathellier-1; https://www.universite-paris-saclay.fr/en/news/virginie-van-wassenhove-awarded-erc-synergy-grant; https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201923617T&PUBLIC=OK,1.5.0,2026-07-24,20260827T142619Z_integration,D2_SYNERGY_MAPPING,resolved
101170920:0,101170920,InterBiome,Horizon Europe,Consolidator Grants,"LS4 - Physiology in Health, Disease & Ageing",2024,2025-09-01,2025,2030-08-31,National Institute of Health and Medical Research (INSERM),FR,2000000.0,2000000.0,ordinary_full_project,False,resolved_phase_d,C,phase_d_D3_CONFLICT_ADJUDICATION,explicit_rnsr_id,linked,"Interactions Microbiote-Hote / Microbiome-Host Interactions (Groupe a 5 ans, Institut Pasteur)",202424536V,Paris,Paris,75724,Île-de-France,rnsr_postal,,,0,,,Institut Pasteur,Institut Pasteur,,,,active_rnsr,,route:D3_CONFLICT_ADJUDICATION|component_role:erc_pi_host|synergy_mapping_status:not_applicable|pi_identity_status:supplied_not_retested,,,https://rnsr.adc.education.fr/print/202424536V; https://research.pasteur.fr/en/team/microbiome-host-interactions/; https://research.pasteur.fr/en/member/benoit-chassaing/; https://www.pasteur.fr/en/research-journal/portraits/benoit-chassaing-harnessing-microbiota-improve-health; https://research.pasteur.fr/en/program_project/integrative-microbiome-program-at-pasteur/,1.5.0,2026-07-24,20260827T142619Z_integration,D3_CONFLICT_ADJUDICATION,resolved
101199575:0,101199575,GO-Y,Horizon Europe,Advanced Grants,PE6 - Computer Science & Informatics,2024,2025-12-01,2025,2030-11-30,University of Lyon 1 (Claude Bernard),FR,2315565.0,2315565.0,ordinary_full_project,False,resolved_phase_d,C,phase_d_D3_CONFLICT_ADJUDICATION,explicit_rnsr_id,linked,"Laboratoire d'InfoRmatique en Image et Systemes d'information (LIRIS), equipe Bases de Donnees (BD)",200511875R,Villeurbanne,Villeurbanne,69622,Auvergne-Rhône-Alpes,rnsr_postal,Université Claude Bernard Lyon 1;Université Lumière Lyon 2,Université Claude Bernard Lyon 1;Université Lumière Lyon 2,2,Centre national de la recherche scientifique,Centre national de la recherche scientifique,Ecole Centrale de Lyon;Institut National des Sciences Appliquées Lyon,Ecole Centrale de Lyon;Institut National des Sciences Appliquées Lyon,,,,active_rnsr,,route:D3_CONFLICT_ADJUDICATION|component_role:erc_pi_host|synergy_mapping_status:not_applicable|pi_identity_status:supported,,,https://liris.cnrs.fr/projet-institutionnel/erc-go-y-bonifati; https://erc.europa.eu/sites/default/files/2025-06/erc-2024-adg-results-all-domains.pdf; https://liris.cnrs.fr/en/member-page/angela-bonifati; https://rnsr.adc.education.fr/print/200511875R,1.5.0,2026-07-24,20260827T142619Z_integration,D3_CONFLICT_ADJUDICATION,resolved
101201475:0,101201475,UnMiss,Horizon Europe,Advanced Grants,LS2 - Integrative Biology: From Genes & Genomes to Systems,2024,2025-12-01,2025,2030-11-30,University of Strasbourg,FR,2499625.0,2499625.0,ordinary_full_project,False,resolved_phase_d,C,phase_d_D3_CONFLICT_ADJUDICATION,explicit_rnsr_id,linked,"Genetique moleculaire, genomique et microbiologie (GMGM)",200512540N,Strasbourg,Strasbourg,67000,Grand Est,rnsr_postal,Université Strasbourg,Université Strasbourg,1,Centre national de la recherche scientifique,Centre national de la recherche scientifique,,,,,,active_rnsr,,route:D3_CONFLICT_ADJUDICATION|component_role:erc_pi_host|synergy_mapping_status:not_applicable|pi_identity_status:supported,,,https://www.insb.cnrs.fr/fr/personne/joseph-schacherer-0; https://rnsr.adc.education.fr/print/200512540N; https://savoirs.unistra.fr/talents/erc-advanced-deux-chercheurs-strasbourgeois-laureats; https://erc.europa.eu/sites/default/files/2025-06/erc-2024-adg-results-ls.pdf; https://www.cicbiogune.es/people/jschacherer,1.5.0,2026-07-24,20260827T142619Z_integration,D3_CONFLICT_ADJUDICATION,resolved
101224071:0,101224071,MULTIPROBE,Horizon Europe,Synergy Grants,,2025,2026-02-01,2026,2030-01-31,UNIVERSITE DE LIMOGES,FR,6396343.0,145290.0,cordis_exact_host_pi_unknown,True,resolved_phase_d,C,phase_d_D1_PI_RECOVERY,unit_id_exact,linked,"XLIM, Biophotonics team",201220195D,Limoges,Limoges,87060,Nouvelle-Aquitaine,rnsr_postal,Université de Poitiers;Université Limoges,Université de Poitiers;Université Limoges,2,Centre national de la recherche scientifique,Centre national de la recherche scientifique,,,,,,active_rnsr,,route:D1_PI_RECOVERY|component_role:erc_pi_host|synergy_mapping_status:supported|pi_identity_status:supported,,,https://cordis.europa.eu/project/id/101224071; https://erc.europa.eu/system/files/2025-11/erc-2025-syg-results-all-domains.pdf; https://choisirleservicepublic.gouv.fr/offre-emploi/chercheur-hf-en-approche-numerique-de-la-propagation-non-lineaire-dans-les-fibres-optiques-multimode-reference-UMR7252-VINCOU-006/,1.5.0,2026-07-24,20260827T142619Z_integration,D1_PI_RECOVERY,resolved
101224071:1,101224071,MULTIPROBE,Horizon Europe,Synergy Grants,,2025,2026-02-01,2026,2030-01-31,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,FR,6396343.0,1454515.0,cordis_exact_host_pi_unknown,True,resolved_phase_d,C,phase_d_D1_PI_RECOVERY,unit_id_exact,linked,"XLIM, Biophotonics team",201220195D,Limoges,Limoges,87060,Nouvelle-Aquitaine,rnsr_postal,Université de Poitiers;Université Limoges,Université de Poitiers;Université Limoges,2,Centre national de la recherche scientifique,Centre national de la recherche scientifique,,,,,,active_rnsr,,route:D1_PI_RECOVERY|component_role:named_non_pi_research_participant|synergy_mapping_status:not_applicable_non_pi_component|pi_identity_status:not_applicable_non_pi_component,,,https://cordis.europa.eu/project/id/101224071; https://erc.europa.eu/system/files/2025-11/erc-2025-syg-results-all-domains.pdf; https://choisirleservicepublic.gouv.fr/offre-emploi/chercheur-hf-en-approche-numerique-de-la-propagation-non-lineaire-dans-les-fibres-optiques-multimode-reference-UMR7252-VINCOU-006/,1.5.0,2026-07-24,20260827T142619Z_integration,D1_PI_RECOVERY,resolved
101224129:0,101224129,FireSpace,Horizon Europe,Synergy Grants,SYG-PE Physical sciences & engineering,2025,2026-02-01,2026,2032-01-31,Sorbonne University,FR,13774718.0,2512980.0,cordis_exact_host,True,resolved_phase_d,C,phase_d_D2_SYNERGY_MAPPING,explicit_rnsr_id,linked,Institut Jean Le Rond d'Alembert,200712566H,Paris,Paris,75252,Île-de-France,rnsr_postal,Sorbonne Université,Sorbonne Université,1,Centre national de la recherche scientifique,Centre national de la recherche scientifique,,,Ministère de la culture,Ministère de la culture,,active_rnsr,,route:D2_SYNERGY_MAPPING|component_role:erc_pi_host|synergy_mapping_status:supported|pi_identity_status:contradicted_and_repaired,,,https://cordis.europa.eu/project/id/101224129; https://www.sorbonne-universite.fr/en/news/erc-synergy-grant-winners-2025; https://www.dalembert.upmc.fr/home/legros/; https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=200712566H&PUBLIC=OK,1.5.0,2026-07-24,20260827T142619Z_integration,D2_SYNERGY_MAPPING,resolved
